date,doy,linear_fill,is_real_obs,gap_days_to_obs,sg_w11_p2,sg_w11_p3,sg_w21_p2,sg_w21_p3,sg_w31_p2,sg_w31_p3,sg_w41_p2,sg_w41_p3
2025-10-01,16,0.24090565735192104,False,4.0,0.23601149472193295,0.23601149472193297,0.24300769162827007,0.24300769162827013,0.2551900565897982,0.25519005658979815,0.2664088432844308,0.25800356712739014
2025-10-02,17,0.2317333296423284,False,3.0,0.22316854503984943,0.22316854503984943,0.2427004699273883,0.24270046992738828,0.25593395891442955,0.25593395891442955,0.26516482244552947,0.25852804594815293
2025-10-03,18,0.22256100193273573,False,2.0,0.2203900851451845,0.2203900851451845,0.2444767662223115,0.2444767662223115,0.2574132264468392,0.2574132264468392,0.2641377239274153,0.2595586768040983
2025-10-04,19,0.21338867422314306,False,1.0,0.2259714197591937,0.22597141975919374,0.24804786457086297,0.24804786457086297,0.2593585669050266,0.2593585669050266,0.26324653497874184,0.260909462475314
2025-10-05,20,0.20421634651355042,True,0.0,0.23798245716754643,0.23798245716754643,0.2531173979316716,0.25311739793167154,0.2614839226457609,0.261483922645761,0.2624260981381947,0.26242609813819545
2025-10-06,21,0.2533661234779812,False,1.0,0.25466018221655523,0.2546601822165553,0.259381348164171,0.25938134816417097,0.2634864706645814,0.2634864706645815,0.26364729958037414,0.26364729958037486
2025-10-07,22,0.302515900442412,True,0.0,0.2731331190754303,0.27313311907543036,0.26628876188081924,0.2662887618808192,0.2658543851300704,0.2658543851300704,0.2650682457137999,0.26506824571380055
2025-10-08,23,0.3030130798194648,False,1.0,0.29041341575452584,0.29041341575452584,0.2734206170144184,0.27342061701441833,0.26848888953126965,0.2684888895312697,0.26654380795495947,0.26654380795496024
2025-10-09,24,0.3035102591965176,False,1.0,0.3033968441053406,0.3033968441053406,0.2803415706830768,0.2803415706830767,0.2712888406151403,0.2712888406151403,0.2679216238682005,0.2679216238682012
2025-10-10,25,0.3040074385735704,True,0.0,0.30886279982051756,0.30886279982051756,0.28659995919020836,0.2865999591902083,0.2741507283865628,0.27415072838656274,0.2690420971657297,0.2690420971657303
2025-10-11,26,0.29982764807888773,False,1.0,0.30347430243384377,0.3034743024338438,0.2917277980245334,0.2917277980245333,0.2769686761083365,0.2769686761083364,0.26973839770761393,0.2697383977076146
2025-10-12,27,0.29564785758420503,False,2.0,0.2961493508571649,0.29614935085716493,0.2952407818600777,0.29524078186007763,0.2794839893951366,0.2794839893951365,0.27042417909744065,0.27042417909744126
2025-10-13,28,0.29146806708952233,False,3.0,0.29215489483292395,0.29215489483292395,0.2966382845561734,0.29663828455617336,0.28154180775911747,0.28154180775911747,0.2710517156718279,0.2710517156718285
2025-10-14,29,0.2872882765948397,False,4.0,0.28768074959106915,0.28768074959106915,0.29540335915745836,0.29540335915745836,0.28298222213602076,0.28298222213602076,0.27157226057482725,0.27157226057482775
2025-10-15,30,0.28310848610015704,False,5.0,0.28310848610015693,0.283108486100157,0.29100273789387654,0.29100273789387654,0.2836402748851746,0.28364027488517457,0.27193604575792346,0.27193604575792396
2025-10-16,31,0.27892869560547434,False,6.0,0.27892869560547423,0.2789286956054743,0.2828868321806776,0.28288683218067784,0.2833459597894946,0.28334595978949456,0.27182205568204393,0.2718220556820444
2025-10-17,32,0.27474890511079164,False,7.0,0.27474890511079164,0.2747489051107917,0.27575187740103624,0.27575187740103646,0.2819242220554827,0.28192422205548273,0.271140125959572,0.2711401259595724
2025-10-18,33,0.270569114616109,False,8.0,0.27056911461610894,0.27056911461610894,0.271208203666905,0.27120820366690523,0.27919495831322805,0.279194958313228,0.26988001170167575,0.2698800117016761
2025-10-19,34,0.26638932412142635,False,9.0,0.2663893241214263,0.2663893241214263,0.2666507696422066,0.26665076964220685,0.27497301661640666,0.2749730166164066,0.2680256429009739,0.26802564290097425
2025-10-20,35,0.26220953362674365,False,10.0,0.2622095336267436,0.2622095336267436,0.26220953362674354,0.2622095336267437,0.26906819644228147,0.26906819644228147,0.2655551244315358,0.265555124431536
2025-10-21,36,0.25802974313206095,False,11.0,0.2580297431320609,0.25802974313206095,0.2580297431320609,0.25802974313206106,0.2609421028622533,0.2609421028622533,0.2627177603731106,0.2627177603731109
2025-10-22,37,0.2538499526373783,False,12.0,0.2538499526373783,0.2538499526373783,0.2538499526373782,0.2538499526373785,0.25382558576476855,0.25382558576476855,0.25940710422471347,0.2594071042247137
2025-10-23,38,0.24967016214269563,False,12.0,0.24967016214269558,0.24967016214269558,0.2496701621426956,0.24967016214269583,0.2486005154303305,0.2486005154303305,0.25551462288670496,0.2555146228867053
